Scan_ID,Conds,Grp_CBD_Comm_fdr05_r00_all,Grp_CBD_Comm_fdr05_r01_fef_b,Grp_CBD_Comm_fdr05_r02_spl_b,Grp_CBD_Speci_fdr05_r01_ai_b,Grp_CBD_Speci_fdr05_r02_dacc_r,Grp_CBD_Speci_fdr05_r03_tpj_r
17-06-04.1CBDHA,c23,-5.974013e-01,-4.722170e-01,-7.220693e-01,-7.908327e-01,-1.390645e+00,-6.062116e-01
17-06-17.1CBDHA,c23,-3.026630e-01,2.917015e-02,-3.847502e-01,-2.003850e-01,-1.462360e-01,6.522663e-02
17-07-01.1CBDHA,c23,1.490986e-01,-1.812138e-01,3.875476e-01,-6.432224e-01,-9.773110e-01,2.426140e-01
17-06-17.2CBDHA,c23,4.784789e-01,7.742199e-01,4.286758e-01,4.906969e-01,-5.314172e-01,5.215894e-01
17-06-15.2CBDHA,c23,3.050446e-01,8.730576e-02,4.927687e-01,4.294440e-01,3.736074e-01,-6.290924e-01
17-06-15.4CBDHA,c23,1.960773e-02,1.419665e-01,-2.870368e-02,-2.738080e-01,-2.339936e-01,3.462050e-01
17-07-02.3CBDHA,c23,-5.380735e-01,-5.708679e-01,-4.793303e-01,-6.964803e-02,3.575880e-01,2.052858e-01
17-06-24.1CBDPA,c23,3.051273e-01,2.725109e-01,3.202604e-01,8.976794e-02,4.526426e-01,1.799701e+00
17-07-01.2CBDHA,c23,1.706375e-01,4.629796e-01,1.176318e-01,6.018366e-01,1.781391e+00,3.540755e-01
17-07-02.1CBDPA,c23,-3.508577e-01,4.123713e-02,-4.765209e-01,-2.511520e-02,-7.759707e-01,-9.415914e-01
17-05-21.1CBDPA,c23,1.524004e-01,4.152764e-02,-3.943971e-02,9.060365e-01,-5.223874e-01,-6.669819e-01
17-06-25.1CBDHA,c23,4.459949e-01,3.830699e-01,3.719896e-01,-2.602000e-01,4.780202e-01,-1.099849e+00
17-09-17.4CBDHA,c23,7.220768e-01,8.314967e-01,5.410357e-01,-2.217239e-01,-1.327729e+00,1.698751e-01
17-06-15.3CBDHA,c23,4.097747e-01,5.780803e-01,3.291167e-01,2.679919e-02,1.704597e-02,-5.563807e-01
17-05-20.1CBDPA,c23,4.466278e-01,8.355502e-01,2.006476e-01,8.459467e-01,5.876216e-02,5.353925e-01
17-06-23.1CBDHA,c23,2.704652e-02,-7.666543e-02,3.179430e-03,-1.594269e-01,-7.684769e-01,-3.149906e-01
17-05-29.3CBDPA,c23,-2.441570e-01,-7.147803e-01,-1.083364e-01,-3.221956e-01,4.650607e-01,-3.905807e-01
17-05-29.1CBDHA,c23,-4.168752e-01,-2.041531e-01,-3.732591e-01,5.195420e-01,-4.405829e-01,6.442454e-01
17-06-23.3CBDHA,c23,2.325419e-01,5.197218e-01,8.281572e-02,2.899597e-01,3.200193e-01,7.077410e-01
17-06-30.3CBDHA,c23,-1.707779e-01,-5.450564e-01,3.379096e-01,1.757309e-01,4.298123e-01,6.194443e-01
17-06-25.3CBDPA,c23,-1.800574e-01,8.078873e-01,-3.594701e-01,1.842137e-01,5.291445e-01,7.062834e-01
17-06-30.2CBDHA,c23,-1.456913e-01,1.140045e-01,-2.157782e-01,-2.419232e-01,-7.203568e-01,7.632177e-01
17-05-28.2CBDHA,c23,8.135626e-01,4.096455e-01,9.770126e-01,-1.081601e-01,-6.962106e-01,-2.971818e-01
17-06-03.4CBDHA,c23,5.789415e-01,3.847836e-01,9.346503e-01,-8.775358e-01,4.960060e-02,-4.122835e-01
17-06-30.1CBDHA,c23,-6.776413e-02,1.758974e-01,-9.371209e-02,-2.072538e-01,-3.356787e-01,3.713212e-01
17-07-01.1CBDPA,c23,2.565423e-01,6.343539e-01,-8.978104e-02,8.552263e-02,5.220975e-01,-3.354109e-01
17-06-22.3CBDPA,c23,6.059367e-01,1.579295e-01,4.970327e-01,-5.777224e-01,-6.553396e-01,-1.295284e+00
17-07-02.2CBDPA,c23,-7.016482e-01,-1.231414e+00,-4.695623e-01,-3.358443e-01,-4.674521e-01,6.225794e-01
17-05-21.3CBDPA,c23,7.927543e-01,5.371472e-01,9.280428e-01,1.163930e+00,1.121173e+00,1.399742e+00
17-05-21.2CBDPA,c23,-2.468662e-01,-1.020033e+00,-1.015116e-01,2.659187e-01,5.542044e-01,5.102662e-01
17-05-21.3CBDHA,c23,-2.512191e-01,4.859520e-01,-1.307212e-01,-6.709522e-01,5.295646e-02,-1.115475e+00
17-06-23.4CBDHA,c23,2.166273e-01,5.707094e-01,3.624437e-02,-3.075047e-03,-3.331107e-01,9.198158e-01
17-05-21.2CBDHA,c23,-3.541472e-01,-5.601097e-01,-3.183863e-01,-1.599163e-01,3.557771e-01,6.029200e-01
17-05-20.3CBDPA,c23,1.924710e-01,-2.427627e-01,2.544541e-01,-4.977379e-01,1.354496e+00,7.437124e-02
17-06-25.4CBDPA,c23,-5.621487e-01,-5.551938e-01,-6.023264e-01,-2.242818e-01,2.794231e-01,-7.815335e-01
17-09-16.1CBDHA,c23,-7.215673e-01,-2.011744e-01,-7.480661e-01,-3.796899e-01,6.792545e-01,9.004158e-01
17-06-25.2CBDHA,c23,-4.146513e-01,-3.964885e-01,-3.701630e-01,3.371979e-01,1.104408e+00,3.386476e-01
17-06-25.2CBDPA,c23,6.731718e-01,4.414762e-01,5.926656e-01,8.095849e-01,-2.121314e-01,4.195760e-01
17-06-03.3CBDHA,c23,1.764875e-01,2.863555e-01,1.205319e-01,2.006288e-01,1.072109e+00,5.892365e-01
17-07-01.5CBDPA,c23,1.839630e-01,6.936117e-02,2.733022e-01,3.086234e-01,1.232919e+00,-7.616648e-02
17-05-29.2CBDHA,c23,-1.047898e-01,6.088541e-02,-3.625537e-01,-1.200345e-01,1.575207e-01,-2.433734e-01
17-06-22.2CBDPA,c23,-1.859979e-01,-9.301357e-01,3.283897e-01,4.461076e-01,7.008381e-01,7.909346e-01
17-06-13.2CBDHA,c23,1.997605e-01,-2.550825e-01,4.832660e-01,-2.102031e-01,7.834462e-01,3.025580e-01
17-06-24.3CBDPA,c23,-2.159362e-01,3.750688e-03,-3.029428e-01,-3.083594e-01,8.877289e-03,-7.058195e-01
17-06-11.2CBDHA,c23,-2.412309e-01,5.326051e-01,-3.671198e-01,1.019710e-01,-8.401230e-02,3.722895e-01
17-06-18.4CBDHA,c23,3.722727e-01,7.404970e-01,2.992620e-01,7.587965e-01,7.646418e-01,-5.083053e-01
17-06-24.2CBDHA,c23,3.218352e-01,1.895545e-01,2.757027e-01,-4.170075e-01,1.355429e-01,-1.724695e-01
17-06-23.2CBDHA,c23,-3.647205e-01,-4.027125e-02,-4.753182e-01,-8.855200e-01,-8.785557e-01,3.157495e-01
17-07-01.4CBDPA,c23,-1.692857e-01,3.320129e-01,-3.126522e-01,3.629337e-02,-1.506371e-01,-1.156011e+00
17-04-29.1CBDPC,c23,1.591614e-01,6.948245e-02,1.714590e-01,1.594011e-01,-4.403163e-01,2.322381e-01
16-08-14.1CBDPC,c23,-7.558749e-02,4.650620e-01,-1.441746e-01,2.424336e-01,1.920176e-01,9.654393e-01
16-08-17.3CBDPC,c23,7.333936e-01,8.750946e-01,5.205595e-01,5.000311e-02,3.140487e-01,1.033270e-01
17-05-28.2CBDPC,c23,1.252032e-01,3.810440e-01,-1.275478e-02,5.727055e-01,5.176754e-01,-7.263122e-01
17-08-28.1CBDHC,c23,-2.246989e-01,2.273203e-01,2.668633e-03,2.554612e-01,-8.149013e-01,1.308323e+00
17-07-17.1CBDHC,c23,-5.050688e-01,-3.406990e-01,-6.303119e-01,-1.385669e-01,-3.730232e-01,-5.280605e-02
16-08-29.1CBDPC,c23,-2.259081e-01,-2.853163e-02,-8.326829e-02,-6.992499e-01,-4.560100e-02,2.241241e-01
16-10-06.2CBDPC,c23,1.127000e-01,-4.255369e-02,1.027886e-01,1.269515e-01,4.686965e-01,2.482659e-01
17-04-30.4CBDHC,c23,4.188656e-01,7.804824e-02,6.309192e-01,2.527301e-01,4.857326e-01,1.699923e-01
17-01-18.2CBDPC,c23,-2.990422e-03,-6.072313e-02,-2.606548e-02,-2.264511e-01,-4.076086e-01,-3.092348e-01
17-08-12.2CBDHC,c23,-2.417013e-01,-6.170836e-01,-2.107247e-01,-4.980695e-01,4.167089e-01,-1.303654e+00
17-04-23.4CBDHC,c23,4.679824e-01,4.157726e-01,4.427428e-01,1.240267e-02,-3.886952e-01,6.444741e-01
16-12-24.2CBDPC,c23,3.716927e-01,5.938756e-01,2.888212e-01,3.758409e-01,-7.342759e-01,1.166389e+00
17-08-12.1CBDHC,c23,-3.281413e-01,1.200092e-01,-5.687006e-01,-2.365783e-01,1.316109e-01,-8.180370e-01
16-10-22.2CBDPC,c23,1.630286e-01,4.657965e-01,9.577751e-03,-3.614314e-01,-7.302072e-01,5.114352e-01
16-12-27.2CBDPC,c23,-7.705297e-02,3.820996e-01,-1.353428e-01,-3.583108e-01,-7.185755e-01,-4.466399e-01
17-08-24.2CBDHC,c23,2.370979e-01,6.609762e-01,4.016636e-01,9.582347e-02,3.644607e-01,6.276807e-01
17-09-17.2CBDHC,c23,-3.906924e-01,-1.403183e-01,-4.164137e-01,-2.295175e-01,5.694171e-01,-6.624485e-01
17-04-09.1CBDPC,c23,4.995900e-03,-1.390511e-01,5.448936e-02,-3.070083e-01,-3.804210e-01,-3.216565e-01
17-04-30.3CBDHC,c23,-1.577839e-01,-1.304594e-01,-2.763677e-01,-1.411905e-02,-2.509928e-01,1.690677e-01
16-11-13.1CBDPC,c23,3.329537e-02,-4.732679e-01,-3.101406e-01,-5.358329e-01,-6.751267e-01,7.004120e-01
17-01-17.3CBDPC,c23,2.252794e-01,2.611177e-02,2.015837e-01,5.081062e-01,-3.748862e-01,-1.656628e-01
16-09-11.4CBDPC,c23,1.443319e-02,-2.668803e-01,-8.517171e-02,-3.667437e-01,-8.871126e-02,-9.947148e-01
16-08-11.1CBDPC,c23,4.310805e-01,5.226198e-01,3.843942e-01,2.932473e-01,-5.020784e-02,9.315818e-01
17-04-30.1CBDHC,c23,1.306093e-01,4.062177e-01,-6.912958e-02,1.058114e-01,1.125549e-01,9.883007e-01
16-12-11.3CBDPC,c23,-1.438608e-01,3.020524e-01,-4.319910e-01,-1.609734e-01,7.810093e-01,-4.097665e-02
17-04-29.4CBDPC,c23,-2.526058e-01,-5.895450e-01,-2.136976e-01,6.929626e-02,-5.864269e-01,-7.380361e-01
16-09-11.2CBDPC,c23,-3.465169e-01,-2.786149e-01,-4.093937e-01,-4.210447e-01,6.369943e-01,8.228010e-01
16-12-24.4CBDPC,c23,-3.259865e-01,-5.009252e-01,-4.746111e-01,6.181506e-02,-8.708018e-01,2.139898e-01
16-10-16.2CBDPC,c23,-1.669106e-03,7.582702e-01,-2.349488e-01,7.795513e-01,8.010209e-01,8.702234e-01
17-06-03.2CBDPC,c23,2.844562e-01,2.386175e-01,3.974585e-01,3.002959e-01,3.864051e-01,-6.430092e-01
17-04-29.5CBDPC,c23,1.264108e-01,-6.966493e-01,2.876189e-01,-2.631179e-01,-1.331325e-01,7.660640e-01
16-11-20.1CBDPC,c23,-5.607426e-01,-4.267131e-01,-1.082278e-01,3.799341e-01,-2.570961e-01,-3.749916e-01
17-08-29.2CBDHC,c23,-1.506626e-01,1.508933e-01,-1.724236e-01,5.957108e-01,1.993343e-01,-1.051411e-01
17-01-22.1CBDHC,c23,-4.884452e-01,4.143918e-01,-8.062072e-01,4.607150e-01,2.601938e-01,7.909610e-01
16-09-11.1CBDPC,c23,8.861269e-02,-1.790103e-01,2.250527e-01,-3.693227e-01,-3.757378e-01,-5.967744e-01
16-08-27.4CBDPC,c23,-1.259596e-01,-6.594753e-02,-1.489561e-01,-6.916586e-01,-1.048399e+00,-9.310880e-01
17-06-17.2CBDPC,c23,3.374853e-01,3.525246e-01,1.656752e-01,1.006947e+00,3.072156e-01,3.337761e-01
17-05-20.1CBDPC,c23,-8.636512e-02,2.856722e-01,-1.004177e-01,5.685946e-01,1.514024e+00,3.347637e-01
17-04-22.2CBDPC,c23,-3.501808e-01,-5.490629e-01,2.602886e-01,-3.526203e-01,-1.348055e-01,-3.933329e-02
16-08-29.2CBDPC,c23,-4.028731e-02,-4.381959e-02,1.894488e-01,-5.628574e-02,-4.618968e-01,-6.358593e-01
17-01-23.1CBDHC,c23,4.594897e-01,1.771890e-01,3.432814e-01,-3.065605e-01,-6.527073e-01,-7.291794e-01
16-12-27.1CBDPC,c23,3.952331e-01,7.544130e-02,1.757716e-01,1.433016e-01,-1.073675e-01,4.470844e-01
16-08-23.2CBDPC,c23,-3.623646e-01,-1.475905e-01,-4.703178e-01,-3.926222e-01,7.026533e-01,-1.424493e+00
17-07-26.1CBDHC,c23,9.575683e-03,5.225738e-01,2.387308e-02,3.157963e-01,1.886102e-01,3.949592e-01
16-09-03.2CBDPC,c23,-4.815297e-04,5.042951e-01,1.185277e-01,-1.903801e-01,-3.087699e-02,8.324521e-01
16-08-21.3CBDPC,c23,-9.004581e-01,-3.183764e-01,-1.110569e+00,8.003648e-02,-3.848003e-01,-6.633279e-02
17-04-16.4CBDPC,c23,-2.138265e-01,-2.948012e-01,-2.144893e-01,-4.136215e-01,-8.929854e-01,-7.342087e-01
16-09-24.4CBDPC,c23,6.038620e-01,3.408829e-01,2.238066e-01,-7.213644e-01,1.833010e-01,-4.525911e-01
17-02-15.1CBDPC,c23,1.846886e-01,4.859258e-01,3.285976e-02,2.176344e-01,3.264530e-01,-2.782025e-02
16-09-24.2CBDPC,c23,7.563287e-01,4.626806e-01,8.431086e-01,-1.411333e-01,-5.393647e-01,1.682406e-01
17-04-04.4CBDPC,c23,8.899717e-01,3.471910e-01,7.842975e-01,3.782879e-01,3.082689e-01,1.363845e+00
16-10-16.3CBDPC,c23,-1.002197e-01,1.344888e-01,-9.435673e-02,-7.141776e-02,-2.540695e-01,-6.380349e-01
17-01-14.3CBDHC,c23,-3.443988e-01,-6.021575e-02,-2.752253e-01,-1.453874e-01,5.914148e-01,-9.852638e-02
16-10-15.3CBDPC,c23,2.938107e-02,4.956047e-02,-5.648203e-02,2.248785e-01,8.674851e-02,-1.075428e+00
16-11-19.1CBDPC,c23,-6.679983e-01,-8.713936e-01,-7.680256e-01,-2.013232e-01,-1.347702e+00,-3.812126e-01
17-08-28.3CBDHC,c23,-2.585503e-01,-4.507942e-01,-1.701135e-01,2.824939e-03,3.342076e-01,-1.381500e-01
16-10-22.3CBDPC,c23,-2.527927e-01,-4.865805e-02,-6.797865e-02,-3.993178e-01,-6.936892e-01,4.416014e-01
16-12-11.4CBDPC,c23,-7.740102e-02,-2.325317e-01,1.295980e-01,1.788101e-01,-1.905569e-01,-5.471229e-01
17-01-16.2CBDPC,c23,1.222364e-01,4.363392e-01,1.294550e-01,1.739987e-01,-2.478433e-01,-6.430481e-02
16-08-27.1CBDPC,c23,-6.489139e-01,-8.086759e-01,-4.984610e-01,-4.581786e-02,-1.234919e+00,3.911031e-01
16-08-30.1CBDPC,c23,-4.884297e-02,2.226231e-01,-3.111763e-01,4.006714e-02,-1.167340e+00,-4.999500e-02
16-08-30.2CBDPC,c23,-1.389099e-01,-4.228189e-02,-3.293466e-01,1.883366e-01,6.760806e-01,2.338117e-01
17-02-26.1CBDPC,c23,2.425454e-01,-5.267676e-02,3.088233e-01,-3.419394e-01,6.360399e-01,9.853996e-01
17-04-03.1CBDPC,c23,-6.193212e-01,-7.367058e-01,-4.944457e-01,-4.314356e-01,1.398015e+00,-7.563222e-02
17-02-18.3CBDPC,c23,3.357555e-01,9.178945e-02,2.371769e-01,-5.607136e-02,4.140356e-01,1.123219e+00
17-08-28.4CBDHC,c23,-4.551524e-01,-3.881230e-02,-5.228576e-01,-3.215140e-01,-8.386015e-01,-9.983512e-01
16-10-07.2CBDPC,c23,6.071345e-02,9.418718e-02,5.036097e-02,4.059480e-01,5.989819e-01,2.099456e+00
16-08-08.2CBDPC,c23,4.456144e-01,5.091673e-01,3.851317e-01,2.740890e-01,1.004448e-01,4.359701e-01
16-11-26.2CBDPC,c23,3.223799e-01,3.886625e-01,2.748268e-01,6.023367e-01,6.144618e-01,1.740284e-01
16-08-18.1CBDPC,c23,4.167147e-01,1.343338e-01,4.425736e-01,-2.849075e-01,-5.553216e-01,-6.635641e-01
17-07-29.3CBDPC,c23,-6.048434e-02,-1.029190e-01,-2.098162e-01,-2.422019e-02,-4.487316e-01,5.699814e-01
17-04-16.3CBDPC,c23,2.027430e-01,-1.049369e-01,4.277450e-01,-1.128016e-01,6.033845e-02,3.229065e-01
16-12-28.2CBDPC,c23,-5.331381e-01,-6.818841e-01,-3.163469e-01,-1.485491e-01,-4.833023e-01,-5.398372e-01
16-11-26.1CBDPC,c23,-6.014511e-01,-7.072347e-01,-4.346356e-01,-7.491841e-01,9.480228e-02,1.755642e-01
16-08-13.1CBDPC,c23,6.258006e-01,6.664929e-01,5.081311e-01,1.482519e-02,-1.819074e-01,7.833220e-01
17-08-24.3CBDHC,c23,8.615411e-01,3.347104e-01,5.419745e-01,7.760933e-01,2.591314e-01,1.752817e-01
17-04-03.2CBDPC,c23,4.061311e-01,9.105791e-01,3.005105e-01,-6.148446e-01,-5.199276e-02,1.135447e-01
16-11-26.4CBDPC,c23,-3.495104e-01,-2.749891e-01,-3.187885e-01,8.588291e-01,8.724267e-01,2.833420e-01
17-02-25.2CBDPC,c23,2.683716e-01,8.652484e-01,-5.733445e-02,-6.405610e-01,1.146958e-01,3.468024e-02
17-07-17.3CBDHC,c23,-5.550288e-01,-6.763224e-01,-4.250713e-01,-1.497231e-01,-3.858540e-01,-1.123723e+00
16-08-07.3CBDPC,c23,2.523022e-01,6.476699e-01,-2.210075e-01,6.821040e-01,7.967998e-01,5.498888e-01
16-08-07.4CBDPC,c23,-1.749530e-01,2.921291e-01,-2.725977e-01,1.877239e-01,1.094473e+00,-7.547035e-01
17-02-16.1CBDPC,c23,-2.179457e-01,-2.685077e-01,-1.556365e-01,-4.202254e-03,4.239207e-01,-1.101403e-01
16-12-28.4CBDPC,c23,1.622443e-01,4.120990e-02,1.355612e-01,1.126742e-02,3.716247e-01,-8.693448e-01
16-08-14.4CBDPC,c23,4.245920e-01,3.259640e-01,4.322447e-01,3.240654e-01,3.319452e-04,-9.743981e-01
17-07-28.3CBDPC,c23,5.012744e-01,5.778387e-01,4.444178e-01,4.261568e-01,1.069254e-01,8.231165e-01
16-10-06.3CBDPC,c23,3.173950e-01,1.689547e-02,4.227754e-01,-3.058394e-01,1.834894e-01,1.048501e-01
17-02-17.1CBDPC,c23,2.387732e-01,3.060183e-01,-8.723714e-02,3.534009e-01,7.722730e-01,1.260555e-01
17-02-18.1CBDHC,c23,4.439845e-01,1.449376e-01,4.686108e-01,1.288269e-01,-4.444687e-01,-6.926697e-01
16-08-17.1CBDPC,c23,-6.843831e-01,-1.136826e-01,-6.359812e-01,-1.127127e-02,-8.852108e-01,-9.815692e-01
17-04-23.1CBDHC,c23,5.679801e-01,4.809831e-01,2.306442e-01,5.272482e-01,-2.746892e-01,-3.039062e-01
17-01-21.1CBDHC,c23,1.735563e-01,3.232709e-01,2.371359e-01,4.627872e-01,3.860025e-01,-1.136727e+00
16-12-29.2CBDPC,c23,-6.069257e-02,-6.932256e-01,2.294526e-01,5.691721e-02,-1.262624e-01,6.278357e-01
17-07-23.3CBDHC,c23,6.735782e-01,7.430467e-01,4.997786e-01,1.740951e-01,-2.608122e-01,-1.351370e-01
17-04-23.1CBDPC,c23,9.355359e-02,-7.238971e-03,1.683089e-01,-4.261042e-03,-8.790041e-01,3.026888e-01
17-01-14.1CBDHC,c23,7.233047e-01,9.632344e-01,3.879063e-01,1.984575e-01,-1.402886e-01,1.347509e+00
16-08-04.1CBDPC,c23,-5.093034e-01,-9.315101e-01,-7.566542e-02,5.472425e-02,-1.765507e-01,-3.531008e-01
17-01-19.2CBDPC,c23,1.473353e-01,-3.868214e-02,5.631260e-02,8.296096e-02,-2.821104e-01,-2.709687e-02
16-09-04.1CBDPC,c23,-6.325881e-01,-7.181730e-01,6.951877e-02,1.617206e-01,9.864277e-02,7.640158e-01
17-02-25.1CBDHC,c23,-2.858718e-03,-4.346603e-02,6.160554e-02,2.620602e-01,-1.434772e+00,-1.272608e+00
17-05-11.1CBDHC,c23,5.370018e-01,5.882125e-02,6.009771e-01,7.287623e-01,-4.070220e-01,2.494937e-01
17-01-20.3CBDPC,c23,-8.415248e-01,-3.113524e-01,-8.848490e-01,2.028207e-01,1.110103e-01,2.614818e-01
17-08-06.2CBDHC,c23,-2.628726e-01,-2.791740e-01,-3.300197e-01,-2.799815e-01,3.279014e-01,-2.234693e-01
16-08-08.3CBDPC,c23,2.992427e-01,9.955724e-02,3.167205e-01,2.160078e-01,4.191305e-01,4.640579e-01
17-04-22.1CBDPC,c23,2.562888e-01,1.419657e-01,2.336413e-01,-6.548929e-01,4.317920e-01,-1.944071e+00
17-07-30.2CBDPC,c23,-1.035488e-01,-6.223576e-01,5.360783e-01,4.367398e-01,-2.240114e-01,1.456968e-01
17-04-08.3CBDPC,c23,-2.263642e-01,1.718263e-01,-4.226879e-01,-4.699951e-01,6.883254e-02,-5.638560e-01
17-02-25.1CBDPC,c23,2.482279e-01,7.590135e-01,-1.310926e-01,1.144170e-01,-4.014921e-01,-2.684909e-01
17-01-19.3CBDPC,c23,4.223336e-01,6.672231e-01,4.087247e-01,3.371215e-01,1.122473e-01,8.252175e-02
16-08-25.1CBDPC,c23,1.746229e-01,2.314177e-01,5.253373e-02,5.138890e-01,1.417309e+00,1.235080e+00
16-08-06.3CBDPC,c23,9.420935e-01,1.251441e+00,3.960027e-01,-1.409036e-01,8.442285e-01,6.973520e-01
17-01-20.2CBDPC,c23,5.219309e-01,1.416822e-01,6.910698e-01,3.457827e-01,6.470460e-01,6.365598e-01
16-10-06.1CBDPC,c23,1.342214e-01,-5.317002e-02,2.606980e-01,-2.262884e-01,-1.141793e-01,-4.965414e-01
16-08-19.3CBDPC,c23,4.727221e-01,5.563529e-01,7.474557e-02,3.560293e-02,1.053369e+00,-8.938635e-01
17-01-20.1CBDPC,c23,1.820763e-01,2.465634e-01,-2.941926e-01,-2.318686e-01,-6.952623e-01,1.032501e-01
16-08-19.2CBDPC,c23,4.288630e-01,4.638608e-01,-1.475321e-02,1.100835e-02,-6.710889e-01,3.581681e-01
17-08-27.3CBDHC,c23,3.474497e-01,2.140540e-01,3.337912e-01,4.926638e-01,-2.439824e-01,1.509125e-01
17-01-12.3CBDHC,c23,-1.923320e-01,7.901485e-01,-5.494102e-01,-8.895743e-02,-5.772040e-02,-3.098854e-02
16-12-31.3CBDPC,c23,3.750348e-01,3.895141e-01,3.909960e-01,-1.109673e-01,-5.361628e-01,7.839352e-02
17-02-25.3CBDPC,c23,5.664898e-02,3.350447e-01,2.712780e-01,5.138295e-02,9.256300e-01,5.730565e-01
16-09-24.1CBDPC,c23,9.313236e-02,4.204239e-01,-3.657914e-02,-2.451081e-01,-7.047777e-01,-6.780260e-01
17-07-08.4CBDPC,c23,-6.752432e-01,-3.721947e-01,-4.424035e-01,5.922945e-02,-8.167393e-01,8.761728e-01
16-11-12.1CBDHC,c23,2.222830e-01,2.077494e-01,-8.141668e-02,-2.425836e-01,-6.113635e-02,-7.438044e-01
16-12-31.2CBDPC,c23,2.750570e-01,-5.671319e-01,6.516575e-01,2.687008e-01,2.787824e-01,-3.951454e-01
17-07-30.1CBDPC,c23,5.008048e-01,8.262520e-02,3.695083e-01,4.649755e-01,-8.656436e-01,-2.060381e-02
16-12-24.3CBDPC,c23,-2.435438e-01,-2.046580e-01,1.530282e-01,-1.608043e-02,2.444730e-01,-2.092526e-01
17-07-17.2CBDHC,c23,4.780673e-01,5.289974e-01,1.139537e-01,-1.846406e-01,3.328461e-01,1.295619e+00
17-06-24.1CBDPC,c23,1.834012e-01,-1.044945e-01,4.011053e-01,-6.239380e-01,-8.850065e-01,-3.126328e-02
17-04-16.2CBDPC,c23,1.191897e-01,4.629163e-01,-3.682436e-02,-4.402550e-01,-4.213712e-01,-3.722754e-01
