Scan_ID,Conds,Grp_CBD_Comm_fdr05_r00_all,Grp_CBD_Comm_fdr05_r01_fef_b,Grp_CBD_Comm_fdr05_r02_spl_b,Grp_CBD_Speci_fdr05_r01_ai_b,Grp_CBD_Speci_fdr05_r02_dacc_r,Grp_CBD_Speci_fdr05_r03_tpj_r
16-08-04.3CBDPC,c13,-2.097548e-01,-4.698541e-02,-2.627569e-01,-4.940203e-01,-3.692233e-01,5.939759e-01
17-07-29.2CBDPC,c13,-2.666874e-01,1.515173e-01,-4.248518e-01,1.311265e-01,-1.787284e+00,-1.075946e+00
16-11-20.2CBDPC,c13,4.289342e-01,2.275244e-01,5.310968e-01,-9.204921e-02,-5.155212e-02,3.445001e-01
16-12-25.3CBDHC,c13,-1.948495e-01,-5.162882e-01,-9.533084e-02,8.228171e-02,-1.719850e-01,9.630015e-01
16-09-17.2CBDPC,c13,3.989189e-01,7.188086e-01,1.905301e-01,-1.547271e-01,1.068049e+00,6.594431e-01
17-01-15.3CBDHC,c13,1.276910e-01,-2.790431e-01,1.574899e-01,2.371859e-01,2.065530e-01,4.612978e-01
16-08-07.2CBDPC,c13,-2.808734e-01,-3.563112e-01,-9.370032e-02,-1.867214e-01,1.076989e-01,3.699512e-01
16-12-04.2CBDHC,c13,1.862654e-01,-2.957435e-01,-8.270245e-02,-3.635672e-01,-9.528831e-02,8.092530e-01
16-12-25.3CBDPC,c13,-9.958809e-02,-5.097196e-01,-2.420110e-02,-6.586177e-01,-3.215231e-02,-1.055698e+00
16-11-27.2CBDPC,c13,-7.601179e-02,-2.150306e-01,-1.559213e-01,-1.903103e-01,-7.624619e-01,1.055831e-01
16-08-15.1CBDPC,c13,-3.438753e-01,-3.037485e-01,-3.618365e-01,2.340061e-01,-1.105347e+00,1.385989e+00
16-12-24.1CBDHC,c13,4.414498e-01,-2.427865e-01,3.021086e-01,5.605970e-01,1.281319e+00,5.029692e-01
16-12-10.1CBDHC,c13,-1.990336e-01,-2.229805e-01,-7.888003e-02,-7.719780e-02,1.138567e-01,4.512930e-01
16-08-28.3CBDPC,c13,4.529618e-02,2.269534e-01,-5.039292e-02,3.222541e-01,-6.239178e-01,6.417563e-02
16-09-03.5CBDPC,c13,-9.606045e-02,3.565362e-01,-2.817550e-01,2.924303e-01,1.312090e-01,1.106695e+00
16-08-30.4CBDPC,c13,5.762879e-01,4.805611e-01,6.713515e-01,2.235120e-01,1.022402e+00,-9.423518e-01
16-08-04.2CBDPC,c13,2.279876e-01,8.492863e-02,2.459068e-01,-8.747765e-02,2.849594e-01,6.014520e-01
16-08-15.2CBDPC,c13,-5.511968e-01,-2.666551e-01,-6.257890e-01,1.986830e-01,5.413408e-02,1.742048e-01
17-04-16.5CBDPC,c13,-3.115150e-01,-4.247702e-01,-3.944880e-02,-7.504097e-01,1.787494e-01,-5.195210e-01
16-11-26.3CBDHC,c13,2.746058e-01,6.629512e-01,1.690518e-01,-4.416040e-02,-8.043437e-01,2.792730e-01
16-12-24.3CBDHC,c13,-2.166809e-01,-1.196645e-01,-1.035301e-01,1.002106e-01,-3.527000e-01,7.035752e-01
16-11-20.2CBDHC,c13,4.860295e-01,8.384921e-01,5.486883e-01,8.669160e-01,-6.402905e-01,-5.850028e-01
17-04-08.1CBDPC,c13,1.414501e-01,6.174596e-01,3.493661e-02,9.663581e-02,-1.120733e+00,-7.860841e-01
16-12-25.2CBDHC,c13,1.487566e-01,8.150818e-01,7.498093e-03,1.959857e-01,4.504611e-01,-4.299081e-01
16-08-26.3CBDPC,c13,-1.368807e-01,-1.904006e-01,-2.670443e-01,1.221090e-02,-9.456219e-01,7.771245e-01
17-01-15.3CBDPC,c13,-2.911291e-01,-1.789429e-01,-3.431940e-01,7.431352e-01,1.172489e-01,6.815187e-01
17-01-12.2CBDHC,c13,1.097067e-01,1.068459e-01,2.925518e-01,-2.016559e-01,1.622352e-01,-5.299315e-01
16-12-25.1CBDPC,c13,5.623390e-01,6.154966e-01,3.739321e-01,-5.264627e-01,1.006137e+00,1.366108e+00
16-12-31.1CBDPC,c13,-3.880067e-01,-7.168132e-01,-7.257648e-02,2.704853e-01,-1.097840e+00,-7.812843e-01
16-07-31.2CBDPC,c13,2.058197e-01,-7.437621e-02,3.006015e-01,3.304532e-02,2.539922e-01,5.378920e-01
16-11-26.3CBDPC,c13,9.417312e-01,5.028442e-01,9.387496e-01,4.714890e-01,7.506812e-01,9.267830e-01
16-08-26.1CBDPC,c13,-8.629527e-02,4.364054e-01,-1.861957e-01,-1.040412e-01,7.867412e-02,-5.521097e-01
16-07-28.2CBDPC,c13,-1.182704e-01,-7.983882e-01,-5.063731e-02,-1.809776e-01,-1.365668e+00,-4.215090e-01
16-08-21.2CBDPC,c13,-4.812424e-03,3.534991e-02,-6.344553e-02,-1.992261e-02,1.881953e-01,-5.173791e-01
17-04-30.2CBDHC,c13,-6.577566e-01,-8.068217e-01,-4.757377e-01,-3.659666e-01,3.293540e-03,1.723649e-02
16-08-06.2CBDPC,c13,3.925398e-01,7.488750e-01,1.678335e-01,5.687588e-01,4.958138e-01,2.114979e-01
17-07-27.2CBDPC,c13,3.885898e-01,9.650386e-01,1.882521e-01,-2.066928e-01,7.240278e-01,-4.926126e-01
16-11-13.3CBDPC,c13,4.348036e-02,-6.739709e-02,3.934650e-01,-5.295499e-01,-1.161533e+00,-8.194071e-01
