Scan_ID,Conds,Grp_CBD_Comm_fdr05_r00_all,Grp_CBD_Comm_fdr05_r01_fef_b,Grp_CBD_Comm_fdr05_r02_spl_b,Grp_CBD_Speci_fdr05_r01_ai_b,Grp_CBD_Speci_fdr05_r02_dacc_r,Grp_CBD_Speci_fdr05_r03_tpj_r
17-04-30.1CBDHC,c13,-3.081458e-01,-2.521763e-01,1.628163e-01,1.998527e-01,-3.840856e-01,-3.559023e-01
16-12-11.3CBDPC,c13,-3.367099e-01,-1.771785e-01,-3.997663e-01,7.589896e-01,1.812204e+00,3.411786e-01
17-04-29.4CBDPC,c13,9.453481e-01,4.191150e-02,1.173597e+00,5.428210e-01,-1.736614e-01,2.547407e-01
16-09-11.2CBDPC,c13,1.673661e-01,-2.041697e-01,3.820894e-01,1.644101e-01,5.897044e-01,2.857690e-01
16-12-24.4CBDPC,c13,7.509633e-03,1.694566e-01,-4.001750e-02,-3.814953e-01,7.454824e-01,-5.723483e-01
16-10-16.2CBDPC,c13,-7.739763e-02,3.705903e-02,-2.703092e-01,1.811222e-01,6.419147e-02,3.341975e-01
17-06-03.2CBDPC,c13,1.909607e-01,1.358109e-01,2.482341e-01,-1.520372e-01,5.433226e-01,3.455654e-01
17-04-29.5CBDPC,c13,1.288795e-01,-5.267357e-01,7.737207e-02,-7.704537e-01,-2.248331e-01,1.787683e-01
16-11-20.1CBDPC,c13,-1.862268e-01,-2.736626e-01,-2.868585e-01,-7.513423e-04,-4.725983e-01,-2.554366e-01
17-08-29.2CBDHC,c13,-7.867933e-02,-2.452392e-01,2.349200e-01,1.115756e-01,-3.570150e-01,1.732510e-01
17-01-22.1CBDHC,c13,7.909923e-02,6.578782e-01,-2.046358e-02,5.137063e-01,4.129988e-01,-5.854663e-01
16-09-11.1CBDPC,c13,-7.111866e-02,9.423545e-02,-9.746507e-02,1.568259e-01,-3.565914e-01,-9.687581e-02
16-08-27.4CBDPC,c13,4.180750e-01,4.204331e-01,5.702335e-01,4.956701e-01,1.087043e-01,6.745784e-01
17-06-17.2CBDPC,c13,5.561607e-01,2.628726e-01,4.159342e-01,-2.082919e-01,7.473099e-01,1.315502e+00
17-05-20.1CBDPC,c13,-1.521000e-01,-2.517600e-01,2.949154e-01,9.734246e-01,-6.690750e-01,-3.458642e-01
17-04-22.2CBDPC,c13,6.446268e-02,1.768518e-01,-2.872055e-01,1.579452e-02,-7.109372e-01,4.097926e-01
16-08-29.2CBDPC,c13,-1.709992e-01,-4.410011e-01,-2.284209e-02,5.340180e-01,5.961799e-01,-4.198658e-01
17-01-23.1CBDHC,c13,2.534260e-01,8.278116e-02,2.427743e-01,-3.432983e-01,-1.167427e-01,-2.018754e-01
16-12-27.1CBDPC,c13,5.583064e-01,8.661274e-02,5.691201e-01,1.800724e-01,-4.390238e-01,-6.546270e-02
16-08-23.2CBDPC,c13,3.065832e-01,8.283287e-01,1.048312e-01,7.927648e-02,6.345732e-01,1.340980e+00
17-07-26.1CBDHC,c13,-5.043897e-01,-6.393649e-01,-5.879887e-01,-5.836094e-01,-9.922433e-01,-5.790209e-01
16-09-03.2CBDPC,c13,3.904905e-01,4.976536e-01,6.968669e-03,4.156633e-01,-1.844328e-01,2.404353e-01
16-08-21.3CBDPC,c13,-4.896556e-01,1.768777e-01,-6.826164e-01,-8.691388e-02,2.184674e-01,5.764169e-01
17-04-16.4CBDPC,c13,-5.685535e-01,-4.227842e-01,-6.819905e-01,7.539080e-02,-6.410638e-01,-1.509333e+00
16-09-24.4CBDPC,c13,-7.792451e-01,-1.737071e-01,-6.602723e-01,-1.230475e-01,1.522931e-01,-7.562601e-01
17-02-15.1CBDPC,c13,-1.440350e-01,-3.455134e-01,1.440227e-01,-6.472136e-02,-5.329242e-01,5.908428e-01
16-09-24.2CBDPC,c13,-6.198829e-01,-3.367419e-01,-5.619728e-01,2.228930e-01,3.730914e-01,1.560005e-01
17-04-04.4CBDPC,c13,2.775508e-01,2.947147e-01,-8.205347e-02,-3.557841e-01,8.185895e-01,1.603507e+00
16-10-16.3CBDPC,c13,-1.126336e-01,3.917736e-01,-1.465701e-01,2.379876e-02,-8.838847e-02,-2.403546e-01
17-01-14.3CBDHC,c13,5.555063e-02,1.052216e-01,2.570826e-01,-2.531816e-01,5.726814e-01,1.375296e+00
16-10-15.3CBDPC,c13,-5.864917e-01,-5.452561e-01,-5.837444e-01,-5.384535e-01,2.853244e-01,2.830943e-01
16-11-19.1CBDPC,c13,-7.184052e-01,-8.862866e-01,-7.225186e-01,-3.236876e-02,-9.108586e-01,-1.097468e-02
17-08-28.3CBDHC,c13,3.065231e-01,-3.670411e-01,3.209579e-01,-1.834919e-01,-4.576512e-02,6.287192e-02
16-10-22.3CBDPC,c13,-2.049457e-01,6.581003e-01,-4.399653e-01,-1.327604e-01,6.502294e-01,7.517840e-01
16-12-11.4CBDPC,c13,-1.886352e-01,-3.902075e-02,-3.284766e-01,8.025926e-01,3.189028e-01,6.291774e-01
17-01-16.2CBDPC,c13,2.639988e-02,-2.961052e-01,-1.399427e-02,4.267166e-01,-6.029285e-01,3.125154e-01
16-08-27.1CBDPC,c13,-4.086599e-01,-7.773211e-01,-2.581504e-01,-4.488244e-02,-1.056484e+00,-8.961410e-02
16-08-30.1CBDPC,c13,-5.768264e-01,-7.505590e-01,-3.046486e-01,8.602258e-01,-2.980490e-01,8.786252e-01
16-08-30.2CBDPC,c13,-4.070761e-01,-2.292465e-01,-2.271840e-01,4.556102e-01,5.008481e-01,-4.450488e-01
17-02-26.1CBDPC,c13,-3.992631e-01,4.540479e-01,-6.688031e-01,4.470091e-01,5.990416e-01,9.557580e-02
17-04-03.1CBDPC,c13,7.650837e-01,9.522385e-01,7.145189e-01,1.353184e-01,4.269600e-01,2.604384e-01
17-02-18.3CBDPC,c13,-4.489876e-01,1.674741e-01,-2.115609e-01,2.071769e-01,3.225092e-01,4.115253e-02
17-08-28.4CBDHC,c13,-3.179137e-01,4.666582e-02,-4.600332e-01,-5.639001e-01,-8.824631e-01,-9.700803e-01
16-10-07.2CBDPC,c13,-8.216983e-02,1.110913e-01,-2.862542e-01,-5.824871e-01,-9.206681e-01,-1.009368e+00
16-08-08.2CBDPC,c13,2.517501e-01,-2.129903e-02,3.816513e-01,-3.643304e-01,-5.408718e-01,-2.042205e-01
16-11-26.2CBDPC,c13,5.524118e-01,7.160623e-01,5.154227e-01,1.352123e-01,8.594293e-01,4.898021e-01
16-08-18.1CBDPC,c13,-1.907123e-01,-7.320195e-01,-5.968634e-01,-1.471620e-01,-9.281889e-01,-4.206940e-02
17-07-29.3CBDPC,c13,2.391905e-01,6.388466e-01,1.182181e-01,1.341896e-01,-2.682686e-01,7.061371e-01
17-04-16.3CBDPC,c13,2.397819e-02,1.236212e-01,-1.154928e-01,-4.398625e-01,3.113937e-01,-5.025467e-01
16-12-28.2CBDPC,c13,4.929407e-01,-3.056799e-01,7.800231e-01,-3.028114e-02,2.316642e-01,5.193701e-01
16-11-26.1CBDPC,c13,-2.790033e-01,-2.799097e-01,-3.267800e-02,1.541321e-01,2.846460e-01,1.953975e-01
16-08-13.1CBDPC,c13,2.312398e-01,5.078368e-01,3.336004e-02,-3.625669e-01,9.991383e-01,6.933667e-01
17-08-24.3CBDHC,c13,1.227166e-01,9.869605e-02,-2.253678e-01,5.362039e-01,3.769406e-01,-6.916223e-03
17-04-03.2CBDPC,c13,1.443792e-01,4.937348e-01,-3.115202e-03,3.121470e-01,-2.722383e-02,-6.340002e-02
16-11-26.4CBDPC,c13,-1.011229e-01,-9.619034e-01,1.953573e-01,4.232490e-01,3.347875e-01,-2.958492e-01
17-02-25.2CBDPC,c13,1.366329e-01,1.304488e-01,2.247899e-01,-4.391960e-01,1.199203e-01,4.031954e-01
17-07-17.3CBDHC,c13,1.424472e+00,5.887233e-01,1.502537e+00,4.111411e-01,6.300582e-01,-9.118731e-01
16-08-07.3CBDPC,c13,-4.450332e-01,1.034214e-01,-3.191519e-01,-7.590522e-01,-1.940427e-01,-6.898442e-01
16-08-07.4CBDPC,c13,-7.766667e-01,-5.233502e-01,-8.749120e-01,3.813045e-01,1.925926e-01,-2.442270e-01
17-02-16.1CBDPC,c13,4.258819e-01,3.325777e-01,4.484201e-01,8.521925e-01,7.107550e-01,1.100934e+00
16-12-28.4CBDPC,c13,-7.589932e-02,9.413423e-02,-1.790813e-01,-1.648742e-01,1.673255e-01,7.979607e-01
16-08-14.4CBDPC,c13,-5.960341e-01,-1.145975e+00,-4.022366e-01,-3.952136e-01,-3.056481e-01,-4.884112e-01
17-07-28.3CBDPC,c13,-1.050466e-01,2.858299e-01,-7.311701e-02,-4.492294e-01,5.740133e-02,-2.114233e-01
16-10-06.3CBDPC,c13,3.378793e-01,3.313724e-01,3.723892e-01,-1.581838e-01,4.226927e-01,3.726250e-01
17-02-17.1CBDPC,c13,3.093756e-02,7.544313e-01,1.206848e-01,-3.452637e-02,-4.540620e-02,-5.496954e-01
17-02-18.1CBDHC,c13,-2.612504e-01,4.638653e-01,-2.591491e-01,9.765469e-02,7.468147e-01,1.184901e-01
16-08-17.1CBDPC,c13,1.751858e-02,3.984594e-02,1.755859e-01,6.289745e-02,5.029156e-01,1.365929e+00
17-04-23.1CBDHC,c13,-2.131758e-01,3.666701e-01,-3.512784e-01,-3.229972e-01,-2.705194e-01,-8.158446e-01
17-01-21.1CBDHC,c13,2.504145e-01,1.278095e-02,2.611605e-01,4.145512e-03,2.366140e-01,-1.080700e+00
16-12-29.2CBDPC,c13,-6.391992e-02,-1.600892e-01,4.450654e-02,3.403271e-02,-2.441056e-01,-5.008785e-01
17-07-23.3CBDHC,c13,2.407323e-01,2.208096e-01,-4.077667e-02,-1.768673e-02,3.772709e-01,-4.653063e-01
17-04-23.1CBDPC,c13,5.752407e-01,4.891470e-01,6.416123e-01,3.529254e-01,3.956051e-01,-2.499514e-01
17-01-14.1CBDHC,c13,-3.625843e-01,-7.334158e-01,-1.429401e-01,8.111977e-02,1.170332e+00,-1.667074e+00
16-08-04.1CBDPC,c13,8.759210e-01,7.286152e-01,7.837167e-01,1.157081e-01,-4.288660e-01,1.190599e+00
17-01-19.2CBDPC,c13,-3.953140e-01,-1.562110e-01,-4.093631e-01,-5.407438e-01,-1.055910e+00,-1.640335e-01
16-09-04.1CBDPC,c13,-3.783962e-01,-2.372469e-01,-1.329964e-01,1.832034e-01,2.230603e-01,-6.129932e-01
17-02-25.1CBDHC,c13,-1.783032e-01,-3.595523e-01,-1.943774e-01,2.554835e-01,-3.309802e-01,7.727374e-01
17-05-11.1CBDHC,c13,-6.342744e-01,-4.172748e-01,-5.465256e-01,-3.913913e-03,-1.647974e-01,3.836215e-01
17-01-20.3CBDPC,c13,-1.454027e-01,-1.960816e-01,-3.301107e-01,3.248975e-01,-6.049845e-02,-1.339964e+00
17-08-06.2CBDHC,c13,-3.597437e-01,-4.334390e-01,-2.800066e-01,1.829041e-01,-6.489854e-01,-5.757862e-03
16-08-08.3CBDPC,c13,3.106535e-01,2.076304e-01,1.206957e-01,-2.613592e-01,-5.080333e-01,-4.209847e-01
17-04-22.1CBDPC,c13,1.100959e-01,2.042196e-01,-6.840167e-03,-4.190658e-01,-2.133108e-01,4.094292e-02
17-07-30.2CBDPC,c13,-4.468533e-01,-6.815503e-01,-2.369926e-01,3.504094e-01,-5.584681e-01,4.437695e-01
17-04-08.3CBDPC,c13,3.851286e-01,6.496631e-01,8.742641e-02,1.126887e-01,5.201495e-01,2.995732e-02
17-02-25.1CBDPC,c13,3.749380e-01,6.743152e-01,2.286496e-01,-1.064266e-01,5.943957e-01,1.024011e+00
17-01-19.3CBDPC,c13,3.495898e-01,4.361150e-01,2.294739e-01,1.040017e-01,-7.327991e-01,-1.199651e-01
16-08-25.1CBDPC,c13,3.482448e-01,5.585133e-01,1.257549e-01,-2.709547e-02,1.205724e+00,-4.484064e-01
16-08-06.3CBDPC,c13,2.296989e-01,5.392727e-01,-1.281759e-01,5.214401e-01,1.493599e+00,7.131659e-01
17-01-20.2CBDPC,c13,-1.540047e-01,6.813956e-02,-3.208594e-01,3.857082e-01,-7.226295e-02,-6.406160e-01
16-10-06.1CBDPC,c13,6.173603e-01,7.881463e-01,6.717491e-01,7.231920e-01,7.051434e-01,5.953995e-01
16-08-19.3CBDPC,c13,-5.233849e-01,2.422154e-01,-4.196559e-01,-7.685110e-03,2.433341e-02,-4.487669e-02
17-01-20.1CBDPC,c13,4.501751e-01,2.063000e-01,5.659165e-01,5.397999e-01,8.638723e-01,3.000476e-01
16-08-19.2CBDPC,c13,-3.360939e-01,-5.908203e-02,-1.017913e-01,3.136098e-02,-3.840859e-02,7.776824e-01
17-08-27.3CBDHC,c13,-7.139843e-01,-5.478794e-01,-7.966143e-01,-8.552002e-02,-5.532007e-01,-5.023019e-01
17-01-12.3CBDHC,c13,-3.810477e-01,-1.072850e+00,-1.618103e-01,1.049976e-01,-1.440352e-01,-4.506232e-01
16-12-31.3CBDPC,c13,9.502604e-03,-4.599907e-02,4.974452e-02,1.134586e-01,8.069324e-02,-4.430372e-01
17-02-25.3CBDPC,c13,-4.096979e-01,-2.462790e-03,-1.465175e-01,2.999994e-01,-8.410894e-01,-2.533988e-01
16-09-24.1CBDPC,c13,3.127621e-01,-3.471053e-01,4.854472e-01,1.751305e-01,-6.350521e-01,-3.969915e-01
17-07-08.4CBDPC,c13,1.112302e+00,2.326310e-01,1.148519e+00,6.657250e-02,5.175387e-01,-5.770630e-01
16-11-12.1CBDHC,c13,-2.690172e-01,-1.597035e-01,-3.022403e-01,2.851620e-01,-6.868789e-01,1.630917e+00
16-12-31.2CBDPC,c13,-8.360608e-02,-4.055263e-02,-2.334971e-01,-5.726737e-01,-7.657991e-01,-4.089121e-02
17-07-30.1CBDPC,c13,-2.472968e-01,-3.623251e-01,-3.038960e-01,-4.169387e-01,-7.947183e-01,-2.804975e-01
16-12-24.3CBDPC,c13,-8.146436e-01,4.423142e-02,-8.122971e-01,3.636922e-02,6.339179e-01,-3.966680e-01
17-07-17.2CBDHC,c13,-1.354882e-02,1.600645e-01,7.339972e-02,9.476929e-02,-6.456528e-01,2.769159e-01
17-06-24.1CBDPC,c13,1.909493e-01,1.104477e-01,1.965960e-01,-1.944738e-01,8.431853e-02,-2.407237e-01
17-04-16.2CBDPC,c13,2.806029e-01,-1.330241e-01,5.980542e-01,1.148039e-01,1.094071e+00,7.330026e-01
